Seed_ID,Name
rxn05344,Tetradecanoyl_acyl_carrier_protein_malonyl_acyl_carrier_protein_C_acyltransferase_decarboxylating
rxn05414,6_methyl_3_oxo_heptanoyl_ACP_NADP_plus__oxidoreductase
rxn05384,3_methylbutanoyl_ACP_malonyl_acyl_carrier_protein_C_acyltransferase_decarboxylating
rxn03094,Glycodeoxycholate_amidohydrolase
rxn11749,5_deoxy_5_fluorocytidine_aminohydrolase
rxn09345,Undecaprenyl_diphosphate_synthase
rxn05447,8_methyl_trans_non_2_enoyl_ACP_NAD_plus__oxidoreductase_A_specific
rxn10290,myristoyl_lipoteichoic_acid_synthesis_n24__linked__unsubstituted
rxn05740,1_4_alpha_glucan_branching_enzyme
rxn04760,violaxanthin_neoxanthin_isomerase_epoxide_opening
rxn07842,2_Isopentenyl_diphosphate_ADP_delta2_isopentenyltransferase
rxn01171,D_glucose_1_epimerase
rxn10199,Peptidoglycan_subunit_synthesis
rxn07885,R08096
rxn10192,CDP_glycerol_polyglycerophosphate_glycerophosphotransferase
rxn01455,ATP_D_galacturonate_1_phosphotransferase
rxn00736,methyloxaloacetate_carboxy_lyase_2_oxobutanoate_forming
rxn08842,Lysophospholipase_L2_2_acylglycerophosphoethanolamine__n_C16_1
rxn00778,D_Ribose_1_5_phosphomutase
rxn03901,undecaprenyl_diphosphate_phosphohydrolase
rxn07672,hydroxycinnamoyl_CoA_anthocyanidin_3_5_diglucoside_5_O_glucoside_6_O_hydroxycinnamoyltransferase
rxn04133,R06064
rxn05326,Hexanoyl_acyl_carrier_protein_malonyl_CoA_C_acyltransferasedecarboxylating__oxoacyl__and_enoyl_reducing
rxn06760,R04650
rxn04840,Glutathione__5_HPETE_oxidoreductase
rxn06372,S_Adenosyl_L_methionine_unsaturated_phospholipid_methyltransferase_methenylating
rxn00033,4_hydroxyphenylpyruvate_oxygen_oxidoreductase_decarboxylating
rxn08800,Lysophospholipase_L1_2_acylglycerophosphotidate__n_C16_1_periplasm
rxn11892,Palmitoyl_CoA_retinol_O_acyltransferase
rxn03004,10_Formyltetrahydrofolate_5_phosphoribosylglycinamide_formyltransferase
rxn02015,Taurocholate_amidohydrolase
rxn05368,8_methyl_3_oxo_decanoyl_ACP_NADP_plus__oxidoreductase
rxn10289,palmitoyl_lipoteichoic_acid_synthesis_n24__linked__unsubstituted
rxn05360,4_methyl_3_oxo_hexanoyl_ACP_NADP_plus__oxidoreductase
rxn05421,8_methyl_nonanoyl_ACP_malonyl_acyl_carrier_protein_C_acyltransferase_decarboxylating
rxn10300,stearoyl_lipoteichoic_acid_synthesis_n24__linked__glucose_substituted
rxn03465,Acylneuraminyl_hydrolase
rxn10220,isoheptadecanoyl_phosphatidate_cytidylyltransferase
rxn05464,trans_Octodec_2_enoyl_ACP_NAD_plus__oxidoreductase_A_specific
rxn10261,isotetradecanoyl_CDPdiacylglycerol_sn_glycerol_3_phosphate_3_phosphatidyltransferase
rxn08816,Lysophospholipase_L1_2_acylglycerophosphoglycerol__n_C18_1_periplasm
rxn10255,isotetradecanoyl_Diacylglycerol_kinase
rxn08797,Lysophospholipase_L1_2_acylglycerophosphotidate__n_C14_0_periplasm
rxn06759,R04649
rxn09108,Phosphatidylglycerol_synthase_n_C12_0
rxn00224,protoheme_ferro_lyase_protoporphyrin_forming
rxn05372,10_methyl_3_oxo_dodecanoyl_ACP_NADP_plus__oxidoreductase
rxn11612,D_Galactosyl_N_acetyl_D_galactosaminyl_N_acetylneuraminyl_D__galactosyl_D_glucosylceramide_galactohydrolase
rxn05426,12_methyl_3_oxo_tridecanoyl_ACP_NADP_plus__oxidoreductase
rxn05518,cellobiose_transport_via_PEP_Pyr_PTS
rxn08849,Lysophospholipase_L2_2_acylglycerophosphoglycerol__n_C16_1
rxn05439,5_methyl_trans_hex_2_enoyl_ACP_NAD_plus__oxidoreductase_A_specific
rxn08295,diacylglycerol_kinase_n_C14_0
rxn10320,anteisoheptadecanoyl_lipoteichoic_acid_synthesis_n24__unlinked__D_alanine_substituted
rxn00686,5_6_7_8_tetrahydrofolate_NADP_plus__oxidoreductase
rxn05456,14_methyl_pentadecanoyl_ACP_acyl_carrier_protein_transferase
rxn02409,R06099
rxn00689,Tetrahydrofolate_L_glutamate_gamma_ligase_ADP_forming
rxn02892,4_Methylumbelliferyl_acetate_acylhydrolase
rxn05343,Octanoyl_acyl_carrier_protein_malonyl_acyl_carrier_protein_C_acyltransferase_decarboxylating
rxn01520,5_10_Methylenetetrahydrofolate_dUMP_C_methyltransferase
rxn05425,10_methyl_undecanoyl_ACP_malonyl_acyl_carrier_protein_C_acyltransferase_decarboxylating
rxn10318,stearoyl_lipoteichoic_acid_synthesis_n24__unlinked__D_alanine_substituted
rxn01641,5_Formiminotetrahydrofolate_L_glutamate_N_formiminotransferase
rxn08298,diacylglycerol_kinase_n_C16_1
rxn02172,D_Arabinonate_hydro_lyase
rxn05383,3_methylbutanoyl_CoA_acyl_carrier_protein_transferase
rxn10196,Teichoic_acid_D_alanine_substituted_export
rxn11584,R03979
rxn03838,R05549
rxn10284,anteisoheptadecanoyl_UDP_glucosyltransferase_monoglucosyl
rxn05361,4_methyl_3_hydroxy_hexanoyl_ACP_hydro_lyase
rxn12851,Gly_Try_ABC_transporters
rxn10309,stearoyl_lipoteichoic_acid_synthesis_n24__linked__N_acetylglucosamine_substituted
rxn10232,isoheptadecanoyl_phosphatidylserine_decarboxylase
rxn10273,stearoyl_UDP_glucosyltransferase_diglucosyl
rxn12008,R05611
rxn05394,9_methyl_3_hydroxy_decanoyl_ACP_hydro_lyase
rxn10282,stearoyl_UDP_glucosyltransferase_monoglucosyl
rxn05406,15_methyl_3_hydroxy_hexa_decanoyl_ACP_hydro_lyase
rxn05373,10_methyl_3_hydroxy_dodecanoyl_ACP_hydro_lyase
rxn05369,8_methyl_3_hydroxy_decanoyl_ACP_hydro_lyase
rxn12224,2_octaprenyl_6_methoxyphenol_hydroxylase
rxn03164,UDP_N_acetylmuramoyl_L_alanyl_D_glutamyl_meso_2_6_diaminoheptanedioate_D_alanyl_D_alanine_ligaseADP_forming
rxn04139,2_Octaprenyl_3_methyl_6_methoxy_1_4_benzoquinone__NADPH2_oxygen_oxidoreductase
rxn10275,anteisoheptadecanoyl_UDP_glucosyltransferase_diglucosyl
rxn13661,S_adenosylmethione_2_demthylmenaquinone_methyltransferase_menaquinone_7
rxn00963,4_hydroxybenzoate_NADPH_oxygen_oxidoreductase_1_hydroxylating__decarboxylating
rxn10265,isoheptadecanoyl_Phosphatidylglycerophosphate_phosphohydrolase
rxn05390,7_methyl_3_hydroxy_octanoyl_ACP_hydro_lyase
rxn10274,isoheptadecanoyl_UDP_glucosyltransferase_diglucosyl
rxn05029,ATP_cobinamide_Cobeta_adenosyltransferase
rxn02011,UDP_N_acetylmuramoyl_L_alanyl_D_glutamate_L_meso_2_6_diaminoheptanedioate_gamma_ligase_ADP_forming
rxn10337,isoheptadecanoyl_cardiolipin_synthase
rxn05398,11_methyl_3_hydroxy_dodecanoyl_ACP_hydro_lyase
rxn10205,isoheptadecanoyl_glycerol_3_phosphate_O_acyltransferase
rxn10338,anteisoheptadecanoyl_cardiolipin_synthase
rxn12849,Gly_Leu_ABC_transporters
rxn05386,5_methyl_3_hydroxy_hexanoyl_ACP_hydro_lyase
rxn10206,anteisoheptadecanoyl_glycerol_3_phosphate_O_acyltransferase
rxn10227,anteisoheptadecanoyl_CDPdiacylglycerol_serine_O_phosphatidyltransferase
rxn10214,isoheptadecanoyl_1_acylglycerol_3_phosphate_O_acyltransferase
rxn10215,anteisoheptadecanoyl_1_acylglycerol_3_phosphate_O_acyltransferase
rxn05267,1_4_dihydroxy_2_naphthoate_octaprenyltransferase
rxn10336,stearoyl_cardiolipin_synthase
rxn05148,Heme_transport_via_ABC_system
rxn10311,anteisoheptadecanoyl_lipoteichoic_acid_synthesis_n24__linked__N_acetylglucosamine_substituted
rxn05402,13_methyl_3_hydroxy_tetra_decanoyl_ACP_hydro_lyase
rxn12664,Menaquinone_transport
rxn10226,isoheptadecanoyl_CDPdiacylglycerol_serine_O_phosphatidyltransferase
rxn10310,isoheptadecanoyl_lipoteichoic_acid_synthesis_n24__linked__N_acetylglucosamine_substituted
rxn05377,12_methyl_3_hydroxy_tetra_decanoyl_ACP_hydro_lyase
rxn11946,R05614
rxn10266,anteisoheptadecanoyl_Phosphatidylglycerophosphate_phosphohydrolase
rxn05365,6_methyl_3_hydroxy_octanoyl_ACP_hydro_lyase
rxn10233,anteisoheptadecanoyl_phosphatidylserine_decarboxylase
rxn05381,14_methyl_3_hydroxy_hexa_decanoyl_ACP_hydro_lyase
rxn10283,isoheptadecanoyl_UDP_glucosyltransferase_monoglucosyl
