ID,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
Q88XZ2,1074.5228468700227,-0.017841340874622594,0.03577126831562764,-0.4987617636925702,0.6179472273235648,0.713835590184118
F9UQ80,1014.4107058882119,-0.07706455937231536,0.03583229837333746,-2.150700984050147,0.031499808652258474,0.05544186986956177
Q88XZ3,1071.1134020363404,0.04833447443739587,0.03664229395562502,1.319089751747815,0.18713910889614482,0.26267430787796864
Q88YM5,1109.124642134116,-0.5808146939726273,0.049966847082903054,-11.624001270461635,3.1121161845423934e-31,5.957479553266867e-30
F9UPM3,1070.777966621047,-0.08085532286743899,0.03390357845164965,-2.3848610252970155,0.017085574409252013,0.03209533136691266
Q88XY8,1096.9165458541734,0.005182935986207608,0.03596937112249495,0.1440930387288935,0.8854270016470359,0.9476614873858052
F9UMJ6,1143.3375576371748,-0.0884731939659225,0.031997269965513706,-2.76502320545715,0.005691874653420434,0.011992314521357517
Q88VM0,1066.100014585109,-0.22324549953553594,0.07144974246751208,-3.1245109055087887,0.001781009198027047,0.004142289958301724
Q88YL7,1014.9865530312394,0.005992107309835675,0.03666539577273687,0.16342677294352842,0.8701824244903884,0.9368327119580507
Q88UX7,1126.4315383376343,0.10839430990104294,0.036113996643166335,3.001448744985522,0.0026869826965418074,0.006047967771611459
Q88V89,1107.5886411374452,0.1768529830904627,0.03558018802805772,4.970546612935281,6.676440750411918e-07,2.7443038667337334e-06
Q88VX7,1154.2491040674633,-0.31317090062935693,0.033630387768080104,-9.312140638669636,1.2528148944258106e-20,1.4472172056298157e-19
P77886,1082.6531866378364,-0.5872234729281346,0.050106795949774505,-11.719437688986323,1.0134242382157613e-31,1.9970418811898825e-30
F9ULT0,1055.3630383807467,-0.039628482367273454,0.03367906041056979,-1.1766504731478942,0.23933504331145772,0.32614470308883386
Q88WU9,1137.121738599616,0.2855813370067392,0.03623704001428844,7.880923411352946,3.249704607340043e-15,2.7444984288880194e-14
Q88VE0,1171.8061561837972,0.19052011824739395,0.043920878643369465,4.3378029796349695,1.4391407110162708e-05,4.8403394456008314e-05
Q88VK7,1083.6422880407733,-0.5479635105585087,0.033051843759398555,-16.57890901782721,9.900994983692918e-62,5.378648626276423e-60
Q88YH5,1067.4371412500475,-0.039587225401350394,0.03513530029416004,-1.1267080420522355,0.2598659411349661,0.3496188364667214
F9UN60,1098.9381506717316,0.27811600538977244,0.038079222916685834,7.303615570051602,2.8013603753189375e-13,2.0777617543878462e-12
F9UN58,1121.8109321740405,-0.3047282271528602,0.04162558859460651,-7.3206947322864835,2.466904445610094e-13,1.8501783342075703e-12
Q88YY0,1066.0179950107413,0.10641643946849673,0.041507297869153234,2.56380070328745,0.010353297438218396,0.020482409301987182
Q88V10,991.5088988679119,0.22437488281425322,0.04063272152004957,5.522024477330149,3.3511578984677357e-08,1.5774771372178333e-07
Q88U29,1247.4390176029567,0.5284056437940519,0.028201509357067733,18.736785932403485,2.4817281590150834e-78,2.267397090736508e-76
Q88VK1,1128.1272029037027,0.04155961372930697,0.0333958158239379,1.2444557111108907,0.21333188982840856,0.295518331188905
F9ULD9,1067.9189591202678,0.10695176106686606,0.0361451621579363,2.958950926808415,0.0030868825369011815,0.0068787515511877775
F9UNP5,952.4365886573781,-0.07896570254863389,0.037314129453358394,-2.1162413194535,0.034324288661079234,0.05994076473394375
Q88XP6,1019.2379711958728,0.20343264440757547,0.03522908678411923,5.774564797952129,7.71522352465927e-09,3.8385146743973095e-08
Q88U67,1102.838045253023,-0.10206084447096278,0.034883178472778636,-2.9257897055053843,0.003435831043941386,0.007539323578954351
Q88YE7,1186.8406738312442,-0.19999557149190325,0.03236015252506463,-6.180303734260716,6.397838990941789e-10,3.475582803187296e-09
Q88XA9,1103.998478189067,-0.04966172358033635,0.04933008048866005,-1.0067229383854854,0.31406793580531256,0.40965382931127725
F9UQ86,927.8478820309259,0.15559792923852692,0.04101920114056082,3.793294967040881,0.00014866138751565996,0.000425048917363409
Q88Z31,1133.834875525729,-0.2732853836088023,0.047893185195549436,-5.706143420884811,1.1556463348828374e-08,5.665485690523179e-08
F9UMH1,976.8944161532571,-0.0517993265194407,0.03901465203578061,-1.3276890556895182,0.184280850552901,0.25967160811019696
F9UPL0,1158.0844430256902,-0.07727774496244594,0.03560000973674164,-2.170722579401152,0.02995214932418425,0.0530897884846652
Q88X53,1150.7747473640572,0.17178900636654718,0.04396362571294351,3.9075259053524807,9.324604652363683e-05,0.00027684572158420977
F9UNS5,1161.0546568953996,0.09916432067452519,0.03682087385119484,2.693155004285899,0.007077935451606049,0.014621428836308488
Q88WR2,1061.3704671489186,0.17503918195771057,0.035619395492440836,4.914153638425937,8.916680770486993e-07,3.521125412314117e-06
Q88VS3,1162.9494481995025,-0.052618951760767016,0.03531938375743559,-1.4898037893905622,0.13627583447676175,0.2008170288110639
Q88UU3,1280.8388947929227,0.24378971370940794,0.05200303130926192,4.687990441549283,2.7590090167517357e-06,1.023174930566603e-05
Q88VE1,1178.5855330108006,-0.15034131474637016,0.033780590338216884,-4.450523606637064,8.566117637660583e-06,2.9634933651803393e-05
Q88WJ9,935.354998275658,-0.042105311619928046,0.04265153022574739,-0.9871934581730527,0.32354780820116646,0.41938624356337983
Q88UI4,1048.7140569126925,0.26969557360806784,0.03826107435915858,7.048823853622674,1.804363876438301e-12,1.2549381977996488e-11
F9UMU5,921.2804895435623,-0.06942854442156682,0.04079973396146728,-1.7016911062983304,0.08881328849742567,0.13784919681839816
Q88Z28,1154.0464691792947,0.0653824663065142,0.034798526390940006,1.8788860646563728,0.06026005202084607,0.09831388357297127
Q88Z97,1133.3686163696555,0.047825976095889726,0.03559039153466309,1.3437889844316504,0.17901663259822698,0.2528625660733916
Q88YH3,1105.0206507749015,-0.2657216691212651,0.038282927901061824,-6.9409965143730545,3.893436209430037e-12,2.6349517780991158e-11
P56512,1248.895933209186,0.04306956418542265,0.04288667268304431,1.0042645300028288,0.31525112555244805,0.4106641363320937
F9UTA3,1205.3860192025465,-0.4305379514818338,0.04820496270881437,-8.931403060770528,4.2063954399976674e-19,4.473468166346726e-18
Q88Y74,1215.7870237680056,-0.20699264638923273,0.04303754506940293,-4.80958302931623,1.512454629316967e-06,5.779531948530614e-06
F9UL68,1186.766697984464,0.04403492590808152,0.040301515952418446,1.0926369608545468,0.27455322787420233,0.3637785023250802
F9UL38,845.7948943157288,-0.22902865522119883,0.04136800712093164,-5.536371489969928,3.088022276490917e-08,1.461663070987525e-07
F9URD9,909.3163066234324,0.2515714190189983,0.040639115897159524,6.190376278254172,6.002076253110792e-10,3.278307953465405e-09
Q88UV8,1071.0519679001873,0.03600215425193785,0.03525404052884657,1.0212206519272347,0.3071499099820859,0.40141178092587304
F9UPA5,822.4257902371436,0.009545843841905953,0.04202536675114987,0.2271448075261536,0.8203111431315274,0.8979143296667296
F9UNZ9,1031.2735564786476,-0.06604227130518148,0.03574599200115904,-1.8475433918029214,0.06466842535230853,0.10440444574951016
Q88VJ5,1062.516098627669,0.0034384336652482413,0.04103526209750687,0.08379217018470429,0.9332216734148973,0.9867309645260092
F9UMD4,926.9709775934261,0.1065697938706477,0.042374575412397184,2.514946588455243,0.01190504180872688,0.023209635340001
F9UM10,1194.5260854560386,0.25082392201921555,0.03900881353932551,6.429929527755446,1.2766311860554884e-10,7.416267872750091e-10
Q88UX2,1114.504765448817,0.20203553938685673,0.033187808425607236,6.087643293462216,1.1458480884426182e-09,6.158167534143483e-09
F9ULZ0,1053.451467193887,0.3125860047470528,0.03671855648989753,8.513025418988224,1.694529081945024e-17,1.661465099858292e-16
Q88VJ2,1069.733662015089,0.26032868067510356,0.03392559677120381,7.673518094044896,1.6734191431957618e-14,1.361770233936632e-13
F9UNV9,1128.5091485735636,-0.06929338814624861,0.03389731564753793,-2.044214617663438,0.04093234972943847,0.06978485165374015
Q88WZ5,1066.6579766384186,0.1213431126324829,0.03557109988516639,3.4112836832207303,0.0006465778258761516,0.0016368028085781672
Q88RX6,1117.3158825259695,0.1036040110591979,0.03699733987314841,2.8003097361708074,0.005105359383258546,0.010905177853719104
F9UPV0,1003.6134971829388,0.046741884988648015,0.038194701194558145,1.2237793077775838,0.22103549223839192,0.3048804211032426
Q88XP7,1076.0835269653437,0.160605165095525,0.04553893435963424,3.5267659938455997,0.00042066837883796774,0.0010952635252128435
F9US38,974.7588648469523,-0.12263901332650817,0.03722988647555182,-3.2941011895656183,0.00098736946703285,0.0024143705945693776
Q88V16,1055.6389355873796,0.04054040066324318,0.0352084061037735,1.1514409525882574,0.24955087414286814,0.3380035424711354
F9USW0,987.2243815573119,0.4774519158798858,0.04626740506859105,10.319401210680981,5.758113411927722e-25,8.15056898448924e-24
F9UR64,1104.965787438997,0.4528333591751633,0.0409242562953425,11.065157932428923,1.8513645558681435e-28,3.075407237433858e-27
Q88XW0,945.9520455997261,0.04167045882123822,0.04038662061962346,1.031788700859783,0.30217111361023463,0.39645165689071254
F9UP85,759.6721814353668,0.022515548972246162,0.04416195150788087,0.5098404441712269,0.6101632485647435,0.7072826583708964
Q88YI7,1060.5770101040105,0.02351806674954754,0.03701722628659059,0.6353276328017832,0.5252147550802799,0.6242942978778017
Q88U25,1082.7088254831217,0.43244471363797476,0.046726631999194905,9.25478030698694,2.1467141636476607e-20,2.465654553675313e-19
F9UN93,1269.8576947943143,0.011466695324703806,0.031753876789780706,0.36111166521859506,0.7180159732315707,0.806263746477909
Q88YH4,1004.0554029958054,0.050487561914380086,0.03505893407973282,1.4400769230336181,0.1498456372146478,0.21715193280565398
F9UL13,888.9456935906313,0.018675982124209203,0.04074087780364357,0.4584089281095204,0.6466586785539863,0.7406176318481552
F9UTJ5,909.9865292747627,0.4879737378995609,0.03862243606028242,12.634462961837126,1.3632169328188797e-36,3.605350046007827e-35
F9US37,1052.6088848402223,0.036685129350644316,0.03395230967494376,1.0804899490451259,0.27992406016169513,0.36954089639672577
Q88Z76,1040.2540912843485,-0.5872373526552597,0.032151577874443456,-18.26465111443383,1.582209548789047e-74,1.382713562202602e-72
Q88VK2,887.7314495691272,-0.03000380639081524,0.044842697239271506,-0.6690901359193681,0.5034379818845569,0.6026863273305297
F9UM19,1107.4827906003065,-0.10083383275282407,0.0330283323208402,-3.052949563826448,0.0022660402101915074,0.005187631916269852
Q88YE8,1150.755979521239,0.10114068549637306,0.03436055461539176,2.943511437125268,0.003245118324704162,0.007152069991946672
Q88UZ4,1169.1673122738605,-0.26709968828257086,0.031515454776877116,-8.475197015990448,2.3468203182795188e-17,2.2569898754745613e-16
F9UPD2,879.6461643512048,-0.03812233633545782,0.04199518605131611,-0.9077787222772189,0.36399514232577956,0.46364400258226673
Q88XZ7,1262.7342552089856,0.06279248309812813,0.08328205373210198,0.7539737588618576,0.4508649788102098,0.5556337261854823
F9UQC3,1098.2724256373924,-0.032059389991196806,0.03269708453424012,-0.9804968989704411,0.3268408996128611,0.42193333861390553
F9UTT2,951.215535741752,-0.14551808407289177,0.03739697822891782,-3.8911722541359652,9.976107626753651e-05,0.00029401724823716773
F9UTG2,1202.7232813960115,0.19428587124476562,0.028338985092643154,6.855780847818807,7.092403522899702e-12,4.7361232827336884e-11
F9UNY1,1091.5171672045747,-0.42257151840179874,0.03257751006646091,-12.971265070280593,1.7806693052660655e-38,5.263448975859988e-37
Q88VQ8,1035.484694025941,-0.012726872264386974,0.03594796878763625,-0.3540359217393163,0.7233119627660758,0.8103996907245331
Q88VN0,1033.1175794973767,-0.32198050160307506,0.0353582659979851,-9.106229972403717,8.529441314114587e-20,9.52454280076129e-19
F9UUC0,1020.4280164776766,0.10294069673592376,0.039625473284015895,2.597841444014952,0.009381180057830854,0.018743709658290277
F9UR85,1070.4223078562047,0.28470092773266853,0.03540739643488269,8.04071906999032,8.931280425812262e-16,7.873628796439757e-15
Q88UT5,1193.7222567258455,-0.16622481025035002,0.04847967307360145,-3.4287527062731806,0.0006063617463150607,0.0015466841498645583
F9UN51,1162.5581908217332,-0.37073049934069835,0.04186691619302727,-8.85497507462567,8.3702514261726045e-19,8.672270807529348e-18
F9UQ67,1000.7013944137688,-0.37840607365037854,0.03768927933158973,-10.040151479713037,1.0151813911795087e-23,1.3250094780979304e-22
F9ULY4,1100.6046083010901,0.02838263872028205,0.03472698969379727,0.8173077761863012,0.41375256399589166,0.5165482320694051
F9UMU7,916.0571106965482,0.5068750420731856,0.04104459080694728,12.349374962885266,4.909134018006598e-35,1.1746856400230073e-33
F9UMJ0,1049.7215702542735,-0.05832023422068434,0.03569168534359252,-1.6340005707002614,0.10225873076399156,0.15642317262985012
F9UP42,855.4049936750425,-0.3183667398139909,0.04087590639312391,-7.78861603097188,6.77471409840112e-15,5.626931957762914e-14
Q88UZ5,1181.9840939065305,-0.011206569995681596,0.0471712626184376,-0.23757197441014308,0.812213089410521,0.8906428312684926
P37063,961.3587810075732,0.6938110416466078,0.03807878563765614,18.220408818932963,3.55489166394509e-74,2.858132897811852e-72
F9UMB1,890.360521413872,-0.04352366732497114,0.039275337686655074,-1.1081678704384395,0.2677893239057625,0.356934045789511
F9UM05,920.8962405835641,0.7624226171243752,0.05981913066696764,12.745464680338259,3.304161560335866e-37,9.35403483982407e-36
F9UNU7,844.9363902332585,0.29294293644662506,0.043641483098745076,6.712488110997509,1.9133339807514013e-11,1.2445958903916883e-10
Q88W76,1112.080550499542,0.007062583455907082,0.03479931637565844,0.20295178731865104,0.8391727160431722,0.912242920090198
F9UPH5,966.2352415030861,-0.26892570542774824,0.037912200263210814,-7.093381643921838,1.308738873241195e-12,9.133906719495839e-12
F9UT17,1056.2085906812772,0.014449235248527856,0.040230675204522774,0.35915965056692506,0.7194756596884284,0.8074517453789732
