ID,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
Q88XZ2,939.8675125988597,-0.058638382531617635,0.05079697595274751,-1.1543675864910616,0.24834949814898388,0.38283908260985533
F9UQ80,1003.1638444424067,-0.03880880213327101,0.04849386345116765,-0.8002827444827262,0.4235469983184913,0.5664904412714402
Q88XZ3,973.9814998835636,-0.005777105788641827,0.049988608800318225,-0.11556844503752323,0.9079945725047932,0.9503083887891567
Q88YM5,977.0493435432195,-0.23579698796225387,0.058911896920554783,-4.002535995067961,6.266712998537687e-05,0.0003220371831306511
F9UPM3,934.1079752226697,-0.058015692324723575,0.052362108431935755,-1.1079708984625165,0.2678743842750887,0.4042201420257398
Q88XY8,905.4961434409455,0.06912643956911974,0.05369923995927502,1.2872889750682608,0.19799358483629914,0.3232890175415037
F9UMJ6,827.729380796628,-0.18321859929488263,0.053306724325717536,-3.437063552721243,0.0005880576053974605,0.002467285170471954
Q88VM0,981.4524046395885,-0.17015781490160534,0.055398856554628326,-3.0715040974503545,0.0021298324092528047,0.00748738897970476
Q88YL7,1002.4993034956688,0.0010120903243827305,0.0522486645266997,0.019370644849028437,0.9845454280304712,0.9932946555665496
Q88UX7,869.2022033922252,-0.0888246143007289,0.0552480938702609,-1.6077407939053199,0.10789196016369067,0.2015793641006031
Q88V89,890.1270795479589,0.007206287194488125,0.053942428385850526,0.1335921909733375,0.8937250595358242,0.9375518198709517
Q88VX7,868.2230889789057,-0.21615550558295593,0.052396799166597355,-4.125357064191696,3.70160018100387e-05,0.00020828245916435767
P77886,1002.4994860219454,0.1395126823599298,0.05689508822330311,2.452104157258133,0.014202354518305779,0.03866085221485212
F9ULT0,921.8664103811311,-0.09764041762672881,0.05076878571000021,-1.9232372069024302,0.05445026652810721,0.11548243340576583
Q88WU9,831.8011857163627,0.0815424563813326,0.05836107342720382,1.3972062471236737,0.16235155867033457,0.2770455422049034
Q88VE0,789.6403971079864,0.048906994502855496,0.057710763370016724,0.8474501400940544,0.39674426713679656,0.541525060519107
Q88VK7,913.990728682677,-0.03082658390900227,0.05165941262371916,-0.5967273405437135,0.5506894356600938,0.6804293283124078
Q88YH5,935.0913232879803,-0.05202828430335087,0.0542795914803328,-0.9585238739720867,0.33779865882281745,0.48079012649560304
F9UN60,903.7603396821079,0.22531481019651228,0.05522193936282814,4.080168367795133,4.500309233171547e-05,0.00024397743876463724
F9UN58,912.2304063961282,-0.2052744757899722,0.05142521563853142,-3.9917086052268496,6.559894814108846e-05,0.0003349364283394199
Q88YY0,930.1512301605829,0.19475115982158642,0.05321110480296869,3.6599721156460765,0.00025224269593084807,0.0011646612515467387
Q88V10,1051.0076450062031,0.11066475829160126,0.0645942590952801,1.713229005821781,0.08667041737109005,0.16760912377375128
Q88U29,808.2208119663077,-0.49614048929170707,0.06190283192979356,-8.014827009116475,1.1029213908366396e-15,2.475160795714784e-14
Q88VK1,837.8668074755991,-0.02561256319596602,0.05562111392063598,-0.4604827446014796,0.6451697542831172,0.7550300709788189
F9ULD9,916.9223152529299,-0.048709065666041225,0.05345505727234681,-0.911215292837021,0.36218194783303437,0.5054310624134175
F9UNP5,1077.2039661918545,-0.18110046467476026,0.04877598847041404,-3.7129019903842657,0.00020489624969471972,0.0009621648708292191
Q88XP6,920.2239395555026,0.1314341151472029,0.05609792831018061,2.3429406237689947,0.019132427629617376,0.04956454406061951
Q88U67,928.2448019689441,-0.2471806197329713,0.050199415873799114,-4.923974023012164,8.480409901351774e-07,6.247019507484322e-06
Q88YE7,819.0762982027936,-0.12179016980252247,0.05535859926847425,-2.2000226055553367,0.027805291221134832,0.06750215353055374
Q88XA9,895.6651630613552,-0.11099814039199128,0.05599484203261361,-1.9822922319763234,0.047446542940880305,0.10323768644408003
F9UQ86,1097.465483680567,0.0796536525771738,0.0610580352928435,1.3045564305360124,0.1920439323923656,0.31651988857153346
Q88Z31,832.3545082287483,-0.22672768886442565,0.05503433072955676,-4.119750087969348,3.7928355507105145e-05,0.00021156568245292754
F9UMH1,1030.1624716901167,0.21517982055411147,0.054933745884766814,3.917078966460597,8.96283960015926e-05,0.00045283456618605685
